fname,liveness_score
0.mp4,0.9870433211326599
4.mp4,0.934279203414917
15.mp4,0.7245440483093262
17.mp4,0.025823988020420074
21.mp4,0.009766513481736183
23.mp4,0.8838493824005127
34.mp4,0.00530927162617445
38.mp4,0.0660085380077362
47.mp4,0.22341474890708923
49.mp4,0.9707905054092407
51.mp4,0.9817663431167603
57.mp4,0.839657187461853
60.mp4,0.6514968872070312
62.mp4,0.0209030844271183
64.mp4,0.9812073707580566
77.mp4,0.947406530380249
95.mp4,0.9956470131874084
100.mp4,0.9693049788475037
118.mp4,0.8089178800582886
121.mp4,0.9617867469787598
123.mp4,0.9432160258293152
132.mp4,0.971648097038269
139.mp4,0.977553129196167
149.mp4,0.9885638952255249
153.mp4,0.0007144219125621021
158.mp4,0.004142835270613432
159.mp4,0.07549314200878143
160.mp4,0.29108086228370667
162.mp4,0.010737963952124119
169.mp4,0.9811898469924927
174.mp4,0.04484105110168457
178.mp4,0.020061209797859192
184.mp4,0.991692066192627
186.mp4,0.8198410272598267
187.mp4,0.367983341217041
188.mp4,0.9497291445732117
190.mp4,0.13424727320671082
201.mp4,0.020692788064479828
202.mp4,0.9757755994796753
206.mp4,0.9746551513671875
212.mp4,0.367983341217041
214.mp4,0.9629613161087036
215.mp4,0.8482363224029541
224.mp4,0.9841314554214478
226.mp4,0.09309585392475128
228.mp4,0.9914097785949707
234.mp4,0.5665265321731567
235.mp4,0.9554156064987183
237.mp4,0.2159346640110016
250.mp4,0.9780258536338806
266.mp4,0.052964866161346436
271.mp4,0.46941280364990234
278.mp4,0.014439270831644535
286.mp4,0.0034543294459581375
289.mp4,0.998368501663208
293.mp4,0.03004942648112774
297.mp4,0.0785268247127533
300.mp4,0.9279038310050964
302.mp4,0.01709602400660515
303.mp4,0.4211317002773285
311.mp4,0.6709195375442505
315.mp4,0.02273314818739891
318.mp4,0.9150658249855042
320.mp4,0.6425517201423645
330.mp4,0.01446208730340004
338.mp4,0.8443350791931152
342.mp4,0.9936197400093079
358.mp4,0.09348861873149872
364.mp4,0.987977147102356
368.mp4,0.9805420637130737
370.mp4,0.05164240300655365
377.mp4,0.03408084809780121
378.mp4,0.29185807704925537
381.mp4,0.01649082824587822
387.mp4,0.012008626013994217
397.mp4,0.9362224340438843
400.mp4,0.6909528374671936
404.mp4,0.01074970792979002
406.mp4,0.45993950963020325
410.mp4,0.757881760597229
411.mp4,0.020019078627228737
412.mp4,0.02064480260014534
437.mp4,0.009169379249215126
450.mp4,0.8969249129295349
460.mp4,0.9751572012901306
466.mp4,0.008518274873495102
474.mp4,0.9958829879760742
479.mp4,0.9355986714363098
482.mp4,0.39715051651000977
486.mp4,0.9926025867462158
488.mp4,0.5988190174102783
496.mp4,0.9978739619255066
500.mp4,0.3979331851005554
507.mp4,0.9939505457878113
510.mp4,0.8039649724960327
516.mp4,0.9597121477127075
522.mp4,0.014994382858276367
523.mp4,0.8959808349609375
527.mp4,0.9772921800613403
528.mp4,0.9781661033630371
537.mp4,0.6074483394622803
539.mp4,0.8300247192382812
542.mp4,0.8696320056915283
545.mp4,0.9698553085327148
552.mp4,0.9851115345954895
566.mp4,0.9880274534225464
567.mp4,0.24313166737556458
